着順,枠,馬番,馬名,性齢,負担重量,騎手,推定上り,馬体重,増減,調教師,単勝人気,降水量,気温,風速,風向,レース,距離,日時
13,3,6,カツノセヴンス,牡2,55,宮崎 北斗,39.2,462,0,伊藤 伸一,11,0,17.7,1.3,東北東,4,1400,2019/10/15
14,6,11,ゴールドハーレー,牡2,52,▲菅原 明良,39.1,476,0,尾形 和幸,9,0,17.7,1.3,東北東,4,1400,2019/10/15
15,8,15,パンプキンパッチ,牝2,54,丹内 祐次,40,436,0,佐藤 吉勝,16,0,17.7,1.3,東北東,4,1400,2019/10/15
16,1,1,キングズランド,牡2,55,江田 照男,43.9,428,0,鹿戸 雄一,15,0,17.7,1.3,東北東,4,1400,2019/10/15
1,7,7,フローズンスタイル,牝2,54,田辺 裕信,34.4,446,0,黒岩 陽一,3,0,17.7,1.3,東北東,5,2000,2019/10/15
2,6,6,ミスミルドレッド,牝2,54,M.デムーロ,33.7,436,0,小島 茂之,8,0,17.7,1.3,東北東,5,2000,2019/10/15
3,2,2,ビターエンダー,牡2,55,津村 明秀,33.7,466,0,相沢 郁,1,0,17.7,1.3,東北東,5,2000,2019/10/15
4,8,8,ミッキーハッスル,牡2,54,☆横山 武史,34,454,0,久保田 貴士,9,0,17.7,1.3,東北東,5,2000,2019/10/15
5,8,9,レッドライデン,牡2,55,武 豊,35.1,464,0,鹿戸 雄一,2,0,17.7,1.3,東北東,5,2000,2019/10/15
6,3,3,マイネルデステリョ,牡2,55,柴田 大知,34.4,446,0,畠山 吉宏,6,0,17.7,1.3,東北東,5,2000,2019/10/15
7,5,5,スピッツェンバーグ,牡2,55,岩田 康誠,35.5,458,0,武井 亮,4,0,17.7,1.3,東北東,5,2000,2019/10/15
8,1,1,サクラヴァルール,牡2,55,横山 典弘,34.5,474,0,尾関 知人,7,0,17.7,1.3,東北東,5,2000,2019/10/15
9,4,4,アルディエンテ,牡2,55,戸崎 圭太,35.7,490,0,古賀 慎明,5,0,17.7,1.3,東北東,5,2000,2019/10/15
1,8,10,タガノビューティー,牡2,55,石橋 脩,34.8,502,2,西園 正都,4,0,17.7,1.3,東北東,9,1600,2019/10/15
2,7,9,マルガイセラン,牝2,54,武 豊,36,488,10,松永 幹夫,1,0,17.7,1.3,東北東,9,1600,2019/10/15
3,4,4,ニシノレオニダス,牡2,55,大野 拓弥,36.3,504,0,中舘 英二,10,0,17.7,1.3,東北東,9,1600,2019/10/15
4,7,8,フィロロッソ,牡2,55,戸崎 圭太,36,460,-8,中竹 和也,2,0,17.7,1.3,東北東,9,1600,2019/10/15
5,2,2,マルガイイモータルスモーク,牡2,55,M.デムーロ,36.5,482,12,金成 貴史,3,0,17.7,1.3,東北東,9,1600,2019/10/15
6,8,11,ハーモニーマゼラン,牡2,55,木幡 巧也,37,504,-4,牧 光二,5,0,17.7,1.3,東北東,9,1600,2019/10/15
7,6,7,ミャゴラーレ,牡2,55,田辺 裕信,36.6,500,2,黒岩 陽一,7,0,17.7,1.3,東北東,9,1600,2019/10/15
8,3,3,マイネルアストリア,牡2,55,内田 博幸,37.8,472,0,武市 康男,8,0,17.7,1.3,東北東,9,1600,2019/10/15
9,1,1,トライフォーリアル,牡2,55,三浦 皇成,37.8,494,0,萩原 清,6,0,17.7,1.3,東北東,9,1600,2019/10/15
10,6,6,デルマガーネット,牝2,54,菊沢 一樹,38.7,442,-6,堀井 雅広,11,0,17.7,1.3,東北東,9,1600,2019/10/15
11,5,5,グッドブリッジ,牡2,55,津村 明秀,39.8,468,0,高橋 文雅,9,0,17.7,1.3,東北東,9,1600,2019/10/15
1,4,5,ハルプモント,牡2,55,内田 博幸,37,490,2,池上 昌和,4,42,17.5,1.2,北西,1,1400,2019/10/19
2,2,2,キララ,牝2,54,大野 拓弥,38.3,470,-8,田島 俊明,1,42,17.5,1.2,北西,1,1400,2019/10/19
3,6,8,ハディア,牡2,55,津村 明秀,38.4,456,4,粕谷 昌央,3,42,17.5,1.2,北西,1,1400,2019/10/19
4,5,7,クィーンアドバンス,牝2,54,北村 宏司,38.2,458,2,勢司 和浩,2,42,17.5,1.2,北西,1,1400,2019/10/19
5,8,12,センノベステス,牡2,55,吉田 豊,38,476,-8,南田 美知雄,5,42,17.5,1.2,北西,1,1400,2019/10/19
6,4,4,エクメディノツルギ,牝2,51,▲山田 敬士,38.5,424,-6,深山 雅史,6,42,17.5,1.2,北西,1,1400,2019/10/19
7,1,1,ショウゲキノノロシ,牡2,55,石川 倭,37.9,424,6,小桧山 悟,12,42,17.5,1.2,北西,1,1400,2019/10/19
8,5,6,トーセンウエーブ,牡2,55,柴田 大知,38.3,428,0,松永 康利,11,42,17.5,1.2,北西,1,1400,2019/10/19
9,3,3,ネオアンビシャス,牝2,53,☆武藤 雅,38.8,458,-8,林 徹,8,42,17.5,1.2,北西,1,1400,2019/10/19
10,7,11,アッシュ,せん2,55,三浦 皇成,39.9,432,2,田中 博康,7,42,17.5,1.2,北西,1,1400,2019/10/19
11,7,10,プリズムストーン,牡2,54,☆野中 悠太郎,39.6,476,8,根本 康広,10,42,17.5,1.2,北西,1,1400,2019/10/19
12,8,13,テイエムピカピカ,牝2,53,☆菊沢 一樹,40.6,466,6,石栗 龍彦,9,42,17.5,1.2,北西,1,1400,2019/10/19
1,6,8,シンハリング,牝2,54,M.デムーロ,35.1,470,-4,国枝 栄,2,42,17.5,1.2,北西,2,1600,2019/10/19
2,6,7,クリノプレミアム,牝2,54,松岡 正海,35.4,456,-4,伊藤 伸一,5,42,17.5,1.2,北西,2,1600,2019/10/19
3,4,4,ナゲキッス,牝2,54,江田 照男,35.6,422,4,大江原 哲,10,42,17.5,1.2,北西,2,1600,2019/10/19
4,7,10,チアチアクラシカ,牝2,54,武 豊,35.4,490,0,堀井 雅広,1,42,17.5,1.2,北西,2,1600,2019/10/19
5,1,1,バイカル,牝2,54,柴田 大知,35.4,452,-4,勢司 和浩,9,42,17.5,1.2,北西,2,1600,2019/10/19
6,3,3,シラカバ,牝2,53,☆武藤 雅,35.8,452,-2,戸田 博文,6,42,17.5,1.2,北西,2,1600,2019/10/19
7,5,5,シャトン,牝2,53,☆野中 悠太郎,35.9,452,8,高橋 文雅,8,42,17.5,1.2,北西,2,1600,2019/10/19
8,8,12,モノポリーアイズ,牝2,54,横山 典弘,35.8,434,2,武井 亮,4,42,17.5,1.2,北西,2,1600,2019/10/19
9,2,2,トルニ,牝2,54,吉田 豊,35.7,458,0,高橋 裕,3,42,17.5,1.2,北西,2,1600,2019/10/19
10,8,11,ベルアンブル,牝2,54,田辺 裕信,36.3,434,-2,奥村 武,7,42,17.5,1.2,北西,2,1600,2019/10/19
11,5,6,ハルノマリーナ,牝2,51,▲山田 敬士,36.5,462,2,小桧山 悟,12,42,17.5,1.2,北西,2,1600,2019/10/19
12,7,9,スプリングブリーズ,牝2,54,武士沢 友治,36.4,460,4,萱野 浩二,11,42,17.5,1.2,北西,2,1600,2019/10/19
1,3,6,アドマイヤアリエル,牝2,54,C.ルメール,35.2,436,-2,加藤 征弘,1,42,17.5,1.2,北西,3,1400,2019/10/19
2,1,1,エリーストーム,牝2,53,☆野中 悠太郎,35.7,428,-4,本間 忍,13,42,17.5,1.2,北西,3,1400,2019/10/19
3,6,11,スウィートメリナ,牝2,54,田辺 裕信,35.3,420,-4,菊川 正達,3,42,17.5,1.2,北西,3,1400,2019/10/19
4,8,18,ザンセツ,牡2,55,内田 博幸,35.2,430,-2,古賀 慎明,6,42,17.5,1.2,北西,3,1400,2019/10/19
5,2,4,ディーバダンス,牝2,54,丹内 祐次,35.7,452,4,大江原 哲,16,42,17.5,1.2,北西,3,1400,2019/10/19
6,1,2,シャチ,牡2,55,戸崎 圭太,34.6,438,2,小桧山 悟,4,42,17.5,1.2,北西,3,1400,2019/10/19
7,3,5,エースインザハート,牡2,55,宮崎 北斗,36,436,-4,高市 圭二,7,42,17.5,1.2,北西,3,1400,2019/10/19
8,6,12,ヴェロニク,牝2,54,木幡 巧也,35,416,-12,松永 康利,15,42,17.5,1.2,北西,3,1400,2019/10/19
9,4,7,コスモビートイット,牡2,55,柴田 大知,35.7,446,0,清水 英克,2,42,17.5,1.2,北西,3,1400,2019/10/19
10,5,10,ベアーズレター,牡2,55,江田 照男,35.3,464,0,佐藤 吉勝,14,42,17.5,1.2,北西,3,1400,2019/10/19
11,5,9,ヨンウォニ,牝2,54,大野 拓弥,35.8,428,6,田中 清隆,10,42,17.5,1.2,北西,3,1400,2019/10/19
12,7,15,スパークジョイ,牝2,54,吉田 豊,36.4,452,4,古賀 史生,9,42,17.5,1.2,北西,3,1400,2019/10/19
13,4,8,テリオスベル,牝2,54,松岡 正海,35.4,424,-6,田島 俊明,11,42,17.5,1.2,北西,3,1400,2019/10/19
14,8,17,スターオブフォース,牡2,55,M.デムーロ,36.3,448,2,土田 稔,8,42,17.5,1.2,北西,3,1400,2019/10/19
15,2,3,シラカワカツコ,牝2,51,▲山田 敬士,36.1,402,8,伊藤 伸一,12,42,17.5,1.2,北西,3,1400,2019/10/19
16,8,16,ニシノカリウド,牡2,54,☆武藤 雅,37,460,-10,水野 貴広,5,42,17.5,1.2,北西,3,1400,2019/10/19
17,7,14,ナムラアロハ,牝2,53,☆菊沢 一樹,36.9,380,2,石栗 龍彦,18,42,17.5,1.2,北西,3,1400,2019/10/19
18,7,13,ビチュリス,牝2,54,杉原 誠人,37,418,-2,蛯名 利弘,17,42,17.5,1.2,北西,3,1400,2019/10/19
1,6,11,ウーゴ,牡2,55,藤井 勘一郎,35.3,480,0,高橋 亮,7,42,17.5,1.2,北西,4,1600,2019/10/19
2,2,4,ゲンパチマイティー,牡2,55,田辺 裕信,35.7,516,0,牧浦 充徳,5,42,17.5,1.2,北西,4,1600,2019/10/19
3,3,5,フラッフィクラウド,牡2,55,津村 明秀,35.4,460,0,萩原 清,8,42,17.5,1.2,北西,4,1600,2019/10/19
4,6,12,マルガイアメリカンフェイス,牡2,54,☆武藤 雅,35.3,470,0,戸田 博文,4,42,17.5,1.2,北西,4,1600,2019/10/19
5,4,8,ショウナンアサヤケ,牡2,55,内田 博幸,36,496,0,武市 康男,10,42,17.5,1.2,北西,4,1600,2019/10/19
6,5,10,ヒートライトニング,牝2,54,吉田 豊,35.9,458,0,堀井 雅広,11,42,17.5,1.2,北西,4,1600,2019/10/19
7,5,9,ラストラフ,牝2,54,C.ルメール,36.6,480,0,小崎 憲,3,42,17.5,1.2,北西,4,1600,2019/10/19
8,8,16,セイユメアカリ,牡2,55,北村 宏司,36.6,432,0,浅野 洋一郎,13,42,17.5,1.2,北西,4,1600,2019/10/19
9,8,15,キラークイーン,牝2,54,福永 祐一,36.6,450,0,久保田 貴士,6,42,17.5,1.2,北西,4,1600,2019/10/19
10,1,2,ロワルゼル,牡2,55,大野 拓弥,36.4,486,0,新開 幸一,9,42,17.5,1.2,北西,4,1600,2019/10/19
11,4,7,ホウオウレガシー,牡2,55,M.デムーロ,38.9,478,0,栗田 徹,2,42,17.5,1.2,北西,4,1600,2019/10/19
12,7,14,マイネルエピキュア,牡2,55,柴田 大知,37.8,470,0,和田 雄二,12,42,17.5,1.2,北西,4,1600,2019/10/19
13,3,6,マルガイベッサメモー,牝2,54,武 豊,38.5,522,0,武 幸四郎,1,42,17.5,1.2,北西,4,1600,2019/10/19
14,2,3,ミヤビキング,牡2,54,☆野中 悠太郎,39.1,546,0,小島 茂之,14,42,17.5,1.2,北西,4,1600,2019/10/19
15,1,1,ルピナスガーデン,牝2,54,松岡 正海,37.8,456,0,竹内 正洋,15,42,17.5,1.2,北西,4,1600,2019/10/19
16,7,13,カシノギルガメシュ,牡2,55,石川 倭,39.5,472,0,天間 昭一,16,42,17.5,1.2,北西,4,1600,2019/10/19
1,8,13,フィリオアレグロ,牡2,55,M.デムーロ,34.4,472,0,堀 宣行,1,42,17.5,1.2,北西,5,2000,2019/10/19
2,1,1,レッドルレーヴ,牝2,54,C.ルメール,34.2,436,0,藤沢 和雄,2,42,17.5,1.2,北西,5,2000,2019/10/19
3,3,3,シェーンクラート,牡2,54,☆野中 悠太郎,35.5,486,0,黒岩 陽一,11,42,17.5,1.2,北西,5,2000,2019/10/19
4,4,5,デジマノハナ,牝2,54,横山 典弘,34.6,472,0,武井 亮,9,42,17.5,1.2,北西,5,2000,2019/10/19
5,2,2,マブルーク,牡2,55,武 豊,34.3,438,0,矢作 芳人,8,42,17.5,1.2,北西,5,2000,2019/10/19
6,5,7,サトノフラッグ,牡2,55,戸崎 圭太,35.4,494,0,国枝 栄,3,42,17.5,1.2,北西,5,2000,2019/10/19
7,8,12,エルバルーチェ,牝2,54,田辺 裕信,35.7,460,0,小島 茂之,6,42,17.5,1.2,北西,5,2000,2019/10/19
8,4,4,アラタ,牡2,55,大野 拓弥,35.5,452,0,和田 勇介,7,42,17.5,1.2,北西,5,2000,2019/10/19
9,7,11,ブロフェルド,牡2,55,津村 明秀,36.3,504,0,藤岡 健一,5,42,17.5,1.2,北西,5,2000,2019/10/19
10,5,6,ベルベストスター,牡2,55,内田 博幸,35.8,456,0,菊沢 隆徳,13,42,17.5,1.2,北西,5,2000,2019/10/19
11,6,8,エボカシオン,牡2,55,A.シュタルケ,35.3,508,0,橋田 満,4,42,17.5,1.2,北西,5,2000,2019/10/19
12,7,10,ホウオウゴースト,牡2,55,松岡 正海,36.7,432,0,斎藤 誠,10,42,17.5,1.2,北西,5,2000,2019/10/19
13,6,9,マイネルドゥマン,牡2,55,丹内 祐次,37.5,474,0,松山 将樹,12,42,17.5,1.2,北西,5,2000,2019/10/19
1,7,7,ワーケア,牡2,55,C.ルメール,33.3,486,2,手塚 貴久,1,42,17.5,1.2,北西,9,1800,2019/10/19
2,2,2,クリスティ,牝2,54,福永 祐一,33.9,484,18,杉山 晴紀,4,42,17.5,1.2,北西,9,1800,2019/10/19
3,8,8,ショコラブリアン,牝2,54,田辺 裕信,34,502,-12,尾関 知人,2,42,17.5,1.2,北西,9,1800,2019/10/19
4,1,1,アマゾーヌ,牝2,54,武 豊,34.3,466,2,斎藤 誠,3,42,17.5,1.2,北西,9,1800,2019/10/19
5,6,6,カクチフジノロケット,牡2,55,石川 倭,34,438,5,米川 昇,6,42,17.5,1.2,北西,9,1800,2019/10/19
6,5,5,スリリングドリーム,牝2,54,丹内 祐次,35.6,444,12,小野 次郎,5,42,17.5,1.2,北西,9,1800,2019/10/19
7,4,4,ペリトモレノ,牝2,54,杉原 誠人,34.8,458,0,大江原 哲,8,42,17.5,1.2,北西,9,1800,2019/10/19
